squareMeters,numberOfRooms,floors,cityCode,numPrevOwners,made,isNewBuilt,basement,hasStorageRoom,hasGuestRoom,price
44589,44,57,80966,6,2001,0,4247,0,3,4468398.1
49842,81,4,42391,3,2021,1,8299,1,8,4986838.1
90103,17,93,67984,5,1990,0,2112,1,6,9023848.0
88844,45,25,66148,4,2021,1,1565,1,5,8887864.1
67521,32,60,10708,10,2016,1,3083,1,3,6757641.6
53029,62,27,98057,3,2010,0,8833,0,1,5308875.0
55176,2,18,4236,5,2020,0,1285,0,6,5523019.0
31525,3,27,63230,10,2001,1,9285,0,1,3163533.1
42907,62,93,15928,4,2013,0,1883,0,1,4296273.3
68500,96,70,77851,5,1999,0,8080,0,7,6860582.9
77913,53,64,12082,10,2007,0,328,1,10,7801697.7
2314,62,90,99353,6,2008,1,7391,0,6,241260.8
70033,19,31,45278,3,2014,1,3645,0,10,7008333.4
38529,22,77,3856,6,1994,1,7905,1,7,3861754.4
50232,94,13,55218,9,2011,0,1457,0,0,5028282.1
9995,82,68,86141,9,2017,0,9257,0,7,1008786.7
33971,30,60,29088,4,2005,0,5221,0,1,3403509.5
81484,17,82,21109,10,1993,0,5925,1,5,8154333.3
83726,50,46,58546,8,1997,1,6460,1,7,8374005.7
14700,31,93,66390,10,2021,1,4503,1,6,1473984.1
40268,26,52,14375,4,2008,1,5220,0,8,4033464.8
19303,90,23,52384,9,1999,1,7175,1,7,1932867.9
68035,25,41,84764,3,1992,0,1125,1,7,6809011.2
3853,44,86,89215,9,2019,0,7642,1,5,398973.9
16765,97,45,57100,3,2018,1,9340,0,2,1682708.8
44484,92,19,87791,3,2005,1,3830,1,0,4451848.5
50967,54,14,20800,4,2007,1,9533,0,8,5101814.7
4592,60,99,21492,7,2013,1,9026,1,4,469343.3
73642,25,24,39633,2,2002,0,5096,1,5,7371124.2
66731,4,83,36137,3,1999,1,4079,0,5,6682700.9
71350,55,52,21369,6,2017,0,4439,1,10,7140522.7
76439,15,59,10724,6,1997,0,505,1,5,7651662.7
40509,97,16,93542,8,1994,1,31,1,7,4052267.4
41313,96,96,35091,2,2003,1,6342,0,10,4144107.3
40849,75,21,85257,2,2007,0,7070,0,2,4086314.7
2760,5,60,91018,3,2015,1,4978,0,9,282475.5
13121,51,94,71226,1,2000,0,2124,1,4,1323713.0
88768,47,24,87839,2,1994,0,542,0,4,8882245.4
13603,61,66,86297,6,2014,1,2994,1,8,1372325.4
15001,66,15,72162,10,1993,1,6663,0,1,1502336.3
70990,77,51,30861,5,2008,0,423,1,7,7107294.8
71893,1,100,3561,5,2012,1,2997,1,8,7201486.2
44240,11,26,91992,2,2009,0,906,0,8,4432732.9
51616,52,20,17593,8,2015,1,9285,1,8,5164531.5
3372,12,90,11937,8,1997,1,8817,1,4,346109.7
9833,23,66,99623,7,2003,1,3157,0,9,990437.3
86887,16,37,83915,4,2014,0,2944,1,3,8696709.4
54087,91,78,52966,9,1999,1,4466,1,5,5416199.9
41161,27,7,82132,9,1996,0,3694,1,1,4119394.6
59240,81,42,21297,2,2002,0,5215,1,7,5928857.2
90576,95,96,55374,9,2009,0,4517,0,4,9060592.9
61449,49,19,56944,5,2020,0,3462,1,7,6151098.0
59730,70,24,87768,10,1993,1,431,1,1,5981354.3
86044,43,89,55300,2,2009,1,4381,1,9,8610913.9
88759,25,51,59091,3,2001,1,295,0,9,8879992.1
82019,5,81,14371,2,2012,1,2986,0,10,8209073.2
21129,95,21,82225,5,2007,1,9162,1,2,2114999.7
16909,23,49,40566,5,2016,1,8251,1,0,1696771.6
87591,58,99,17735,9,2007,1,960,1,5,8769079.7
49186,23,4,99760,4,1991,1,6893,1,10,4919477.1
88564,22,37,88036,6,2014,1,5308,1,5,8858892.4
87146,8,90,2593,8,2001,0,8177,1,9,8725424.1
68010,1,71,65943,1,2010,1,612,0,9,6812854.0
12480,2,55,77588,1,2015,1,3084,0,5,1251446.5
76231,24,89,32609,4,2009,0,9882,1,8,7633398.9
46525,14,66,48097,10,1999,0,8748,1,7,4662730.9
6807,53,19,96312,3,2008,1,2693,0,0,687517.8
40077,85,90,51219,6,2011,1,2350,0,5,4020046.1
82519,97,93,76104,5,2002,0,7446,0,0,8259491.2
21038,15,90,44209,6,2007,0,7527,0,0,2110409.7
21751,71,82,78642,8,1995,1,782,0,8,2178623.5
52348,22,79,75382,6,2006,1,1173,0,2,5239471.6
82321,27,57,36787,4,2009,0,7608,1,7,8240224.9
39073,91,17,63033,3,1992,1,6671,1,8,3909080.2
36945,35,31,52908,3,2006,1,8900,1,4,3696745.6
4105,97,55,37462,8,2014,0,2978,0,0,419095.4
83776,21,33,64605,9,2020,0,4170,0,10,8381763.0
56812,100,46,46298,4,2013,1,2325,0,5,5683565.3
72735,86,96,27860,3,2000,1,897,1,10,7280576.0
94716,92,7,28100,1,2009,0,1785,0,4,9479703.9
63334,36,18,5795,8,1996,0,585,1,3,6343542.6
93232,60,86,1555,2,2005,0,3326,1,1,9336064.5
11063,47,13,51572,10,1997,1,1039,1,0,1112469.7
72772,76,26,55780,9,2006,0,2565,0,10,7280658.6
53874,70,73,97307,2,2009,0,9762,0,2,5389567.9
18160,10,49,73819,2,2019,0,1495,0,0,1827114.9
34571,80,98,89459,1,1996,1,8518,1,3,3464365.6
21991,55,4,43526,9,2011,0,1279,0,1,2199707.1
91592,50,96,18540,6,1990,0,4141,1,2,9169563.0
9494,62,82,58018,3,2015,0,9288,1,10,956275.5
8747,91,48,52535,9,1999,1,9242,0,0,878147.9
74458,64,38,98352,5,1996,0,4644,1,3,7453820.6
19326,81,44,29613,7,2021,1,6046,0,8,1942134.1
21394,10,16,963,4,2017,0,7591,1,10,2141175.7
43239,83,2,13809,8,1996,1,3420,1,10,4330567.6
90215,1,48,23728,2,2002,0,4332,0,7,9023674.2
93349,79,94,45851,1,1995,1,4663,1,9,9342473.5
50226,60,7,97189,8,2011,0,6669,0,8,5025237.1
46135,26,39,55892,2,1990,0,623,0,8,4621995.0
16842,29,49,20912,4,2007,1,4156,1,1,1690854.7
80815,39,95,69207,4,1991,1,4318,0,6,8090478.1
88291,41,16,40253,1,1997,1,9289,0,2,8832821.7
68481,29,96,47416,7,2018,1,2678,0,4,6854417.8
41786,92,69,3452,9,2003,0,2708,0,3,4188833.3
16661,43,61,85955,7,1999,1,3422,0,2,1675849.9
6415,49,10,85896,2,2008,0,6429,0,7,646205.8
1440,93,49,44317,3,2012,1,257,0,9,150945.2
89115,16,97,38815,6,2001,0,6854,0,1,8925347.1
55529,26,8,5759,7,2006,0,58,1,6,5555606.6
54924,12,69,81191,8,1995,1,5424,1,5,5501007.5
99819,37,21,20773,2,1992,1,6344,0,8,9986201.2
34608,71,52,18621,10,1992,1,8695,0,1,3468236.2
91036,45,7,16941,3,2018,1,6440,0,3,9104801.8
62105,20,33,22724,8,1994,1,934,0,0,6216917.4
41751,80,13,78126,2,1998,1,6917,1,1,4186067.8
54016,21,19,7503,9,1996,0,9129,0,6,5406725.6
40809,75,12,36356,9,1990,1,638,1,8,4088548.0
20453,35,4,84199,10,1998,0,3657,0,6,2050744.8
92974,48,59,85337,9,2006,0,8907,0,10,9301880.6
9612,7,14,9241,6,2005,1,1158,1,9,963488.5
9367,43,88,38207,5,2002,0,1101,1,5,941614.2
83963,83,35,21600,2,1994,0,7079,1,7,8406700.4
54980,50,15,37363,7,2012,1,5595,0,9,5499011.2
70226,30,77,27962,3,2008,1,8583,0,9,7032304.8
31786,9,25,33740,1,2009,1,7818,1,0,3182233.9
28320,76,3,3545,4,2017,0,1721,0,0,2833009.7
34893,45,21,37937,2,1995,0,3494,0,8,3495808.5
88648,99,34,87239,9,2001,0,7161,0,8,8870854.1
25251,31,27,64317,9,2009,0,4886,0,10,2527587.9
8922,15,11,40862,3,2014,1,1832,0,3,895070.4
39535,44,30,30130,6,1996,0,5352,1,4,3958503.6
87047,55,30,7120,4,2005,1,287,0,9,8709056.5
64851,13,88,90453,7,1998,1,2127,0,10,6492448.8
34575,60,67,20785,8,2001,0,5990,1,5,3465378.1
81837,30,12,27437,3,2017,1,1009,0,5,8185059.7
25508,22,48,47644,1,1994,1,4173,0,3,2560432.4
38701,64,43,79884,4,1994,0,1762,0,3,3872401.4
4771,3,8,54449,8,2008,1,260,0,10,485217.8
57841,25,40,31468,2,2010,1,6340,1,1,5788581.0
11029,93,29,41720,6,2010,1,8494,1,6,1107498.0
58836,74,2,36053,7,2017,0,8529,0,3,5888214.7
7438,70,20,32310,3,2003,1,7412,0,2,753012.3
81498,95,28,73772,10,2007,1,8658,1,1,8158900.7
70077,65,43,43933,1,1990,1,6088,1,1,7012548.0
69882,74,96,399,10,2021,0,8172,1,7,7001142.1
16131,92,67,17788,10,2011,0,8820,0,7,1625583.1
3524,83,84,501,8,1999,0,9642,1,2,362218.9
66843,40,4,23115,4,1990,1,911,0,9,6686549.0
89168,7,68,22649,6,2021,1,8588,1,4,8921146.1
28977,65,67,98741,4,2008,0,4188,1,7,2905297.8
82188,54,100,11193,3,2010,1,516,0,5,8228878.0
98704,3,34,14117,5,1995,1,2485,1,5,9879924.5
89823,34,55,81000,7,1990,1,5285,1,1,8990716.0
37410,41,8,44682,3,2007,1,5129,0,0,3743925.7
13501,63,71,40399,4,1999,1,9039,1,7,1356995.9
69696,34,13,65899,1,2002,1,9049,0,4,6974054.2
43224,77,74,89035,10,1991,0,3921,0,10,4326846.1
23547,2,79,93030,3,2004,0,2027,1,8,2368617.4
37876,14,6,29760,5,2001,0,7969,0,0,3789943.1
34260,6,1,16108,6,2010,1,8429,0,10,3431013.0
56422,26,18,16945,4,1994,1,3405,0,5,5650731.4
64380,48,79,70094,2,2006,1,1690,1,10,6445810.6
75801,70,99,60503,9,1992,0,6654,0,8,7590022.2
63147,3,94,91851,4,1999,0,3837,0,1,6318843.9
51490,96,61,37993,10,1998,0,3815,0,3,5157896.8
57060,74,54,2086,8,1992,0,3248,0,0,5713895.2
74335,22,95,42106,1,2010,1,2138,0,9,7440756.0
4161,28,87,72057,5,1990,0,5298,1,3,423978.0
80257,3,35,78384,8,2000,0,7626,0,0,8028585.0
85531,77,97,24755,2,2008,0,5042,1,0,8563383.8
36311,71,33,45046,3,2005,0,4167,1,7,3638456.5
35585,87,65,22394,10,2008,1,8902,0,6,3561895.8
41965,17,16,55784,4,2009,1,7008,0,9,4202078.9
49632,67,77,39371,8,2007,1,7916,1,1,4975941.7
88906,97,42,46526,9,1999,0,4179,1,3,8900096.9
43108,91,48,32676,3,1996,1,1750,1,3,4317950.6
72350,63,70,30127,4,2021,0,3686,1,4,7240015.1
2767,16,84,48882,6,2016,1,5401,1,6,282383.6
90417,13,88,2994,2,1996,0,301,0,0,9043733.6
52963,46,98,754,4,1993,1,21,0,4,5304444.3
40124,40,8,15680,1,2015,1,5020,1,4,4020581.5
2834,32,100,68858,2,1993,1,7674,1,9,298607.3
44810,37,61,77617,8,1999,1,154,0,3,4496102.9
16551,19,65,87457,5,2017,1,2960,0,4,1659456.7
69940,26,75,89678,3,2006,1,6442,0,5,7005549.6
80068,50,62,67281,10,2008,0,2497,0,9,8014310.8
41483,67,92,87077,5,2007,0,5213,0,2,4157252.7
7966,92,74,27135,1,1996,1,4786,0,2,806178.6
11660,99,34,34354,2,1994,1,2253,1,10,1175301.4
76219,79,26,26323,10,2002,0,873,1,0,7623030.2
36700,34,67,32710,10,2017,1,7506,1,1,3680020.7
34053,47,70,76780,4,2018,1,8935,1,4,3413933.8
48880,56,45,61269,6,2019,0,9333,0,2,4896006.9
47725,82,62,23498,1,2004,1,8308,1,4,4778144.4
38568,44,77,85110,5,2017,1,1711,1,10,3866494.7
24497,27,23,78655,4,2013,1,6184,0,1,2459173.3
68449,96,98,58917,5,2012,1,7980,1,7,6852081.2
69394,99,39,22367,9,1992,0,2732,1,4,6948330.2
98923,45,70,50551,10,1997,1,4024,0,10,9899512.7
15927,8,29,57071,10,1990,1,3741,1,6,1595237.0
23330,31,18,18401,4,2006,1,2397,0,10,2336874.6
88857,100,45,91668,6,2021,1,6224,0,8,8887817.1
64087,38,13,94357,1,1997,1,364,1,9,6415886.7
47184,6,5,38927,4,2013,0,5234,0,7,4719026.3
57652,27,77,49496,9,1999,1,1905,0,10,5775100.9
12113,38,22,27403,2,2010,1,6550,1,0,1218338.0
10320,59,5,43995,9,2020,0,2433,1,4,1033047.0
18244,7,75,36238,4,1992,0,9803,0,4,1830305.2
21850,98,88,35358,3,2003,0,6409,0,3,2193665.3
38900,54,68,53402,8,2012,0,2476,1,0,3899539.2
86836,59,26,2461,2,1992,1,872,1,6,8687510.2
76847,62,12,6965,8,2012,0,9378,1,5,7692386.2
40131,12,14,35318,9,2017,0,1427,1,10,4015913.7
5399,72,14,71012,8,2002,0,6996,0,10,541400.2
78766,74,93,78265,7,2004,0,6686,0,7,7885472.4
44524,21,47,19835,6,2011,0,2638,1,0,4458898.1
36016,37,56,83518,6,1996,1,5238,0,3,3609085.6
38525,88,68,45289,2,1998,0,2014,1,8,3856259.8
83630,84,34,11751,6,1996,0,337,0,10,8365831.6
95012,69,54,3920,7,1993,0,9355,0,7,9507621.3
56093,48,25,57059,1,2015,1,8845,0,10,5612610.5
97125,55,77,47825,9,1991,1,6145,0,6,9717846.1
96862,60,65,39656,4,2010,0,7290,0,10,9692136.0
76559,85,71,16128,6,2007,1,6140,0,5,7667379.7
17118,9,11,63080,10,1992,0,1058,1,8,1715896.2
2474,18,57,67796,4,2000,1,124,1,8,255687.0
89245,56,34,82900,7,2021,1,151,1,1,8929089.1
8649,13,2,47652,2,2003,1,7963,0,0,866991.3
55052,6,67,30748,8,1992,1,5499,1,9,5506954.2
20795,40,60,88810,10,2021,1,2716,1,0,2083472.1
26851,33,81,51785,8,2021,0,4503,0,1,2696192.1
37501,82,54,22280,4,2005,0,2574,0,10,3753718.5
55210,36,74,75087,2,1990,1,9641,0,2,5534621.0
28881,24,73,19599,10,2003,0,8218,1,1,2890767.3
76357,62,53,85383,10,2014,1,9152,1,5,7641162.4
4615,43,89,70985,2,1993,1,3684,0,8,464557.3
55913,28,58,41078,10,1998,1,5350,1,10,5597100.8
78379,89,24,37797,9,2012,1,2996,0,6,7845500.2
34251,49,29,99184,8,2011,0,1617,0,4,3436757.1
86399,80,14,18296,4,1998,0,6583,0,9,8644081.8
39383,13,97,45027,9,1994,0,33,1,8,3948123.4
56477,25,88,73449,3,2021,1,6692,0,3,5654683.1
41039,31,30,94120,8,2004,1,561,1,3,4109145.4
40212,25,51,2149,6,2002,1,2037,1,0,4031505.2
49667,13,90,6607,5,1993,0,8626,1,6,4981644.3
94185,46,6,28593,10,2015,1,2952,1,9,9422126.5
8587,84,76,39994,7,2004,1,899,0,8,863836.4
48209,96,4,8668,2,2002,1,7112,1,10,4824521.2
86196,25,92,13155,8,1998,0,3049,0,3,8632393.8
85811,63,87,97260,2,1990,1,6431,0,5,8585142.0
83781,49,2,16482,7,2004,0,4861,1,6,8380398.4
93186,72,55,29704,7,1999,1,9578,0,6,9324080.9
40170,56,65,78898,5,2021,1,5171,0,2,4027462.1
51550,1,88,20892,1,1990,1,2832,1,7,5162107.0
60450,94,16,35385,3,2018,0,406,1,10,6049182.8
32032,97,97,22051,8,1994,1,2837,1,5,3211995.4
34341,31,58,60068,1,1990,1,7361,1,6,3438239.0
76231,13,51,54996,3,2016,1,3950,1,1,7630312.6
48293,39,62,26517,2,2019,1,8544,0,1,4834765.9
73176,77,20,75187,6,1997,1,6319,1,1,7320329.7
79833,76,84,49077,10,1996,0,29,1,6,7996012.6
18996,80,3,63651,9,1996,0,5209,1,7,1909482.6
27040,94,2,27750,6,1997,1,2429,1,4,2709165.7
97020,26,46,51903,4,2017,1,5305,0,4,9709732.7
29888,51,66,1498,4,2004,0,844,1,1,2993396.4
36794,79,82,55157,2,2013,1,3235,0,10,3684574.3
65151,3,32,47798,9,1995,0,9656,0,9,6522454.5
24376,58,56,91493,8,1994,1,8066,1,0,2440665.4
40337,18,29,53131,8,2003,0,3339,1,6,4038079.3
38709,63,29,61961,4,2015,0,1944,0,4,3876891.5
20276,99,75,67843,10,1994,1,7180,0,7,2031824.4
2242,31,95,42548,1,2001,1,7075,0,1,235096.1
41665,63,94,1474,4,2013,0,9230,1,5,4177468.3
22290,58,67,98345,4,2010,1,5223,1,9,2237880.0
7006,42,79,3291,8,2013,1,7534,1,10,707042.3
69192,47,14,50927,6,1993,1,4078,1,10,6924996.3
66119,39,64,86171,5,1991,0,5860,1,10,6617914.1
46204,1,70,41817,10,1997,0,8771,0,1,4627498.7
18564,19,27,45460,6,2018,1,3316,1,0,1860039.8
1885,81,46,91798,6,1994,1,4447,1,6,191971.4
31328,54,62,63889,5,1993,0,7677,0,5,3143977.3
85883,94,63,71589,4,1991,0,4613,0,5,8590524.1
35791,35,12,80052,5,2010,0,9357,1,10,3587493.0
26540,98,34,37414,5,2018,0,7378,0,9,2659404.8
97365,90,74,59928,10,2007,1,9302,1,0,9738114.7
34022,1,1,60153,4,1996,0,3603,0,6,3406116.6
95455,15,99,41336,6,2019,0,6529,1,10,9558236.9
63099,32,19,92666,9,1998,1,4309,0,6,6319109.8
64052,17,10,40568,9,2003,0,2837,0,4,6408854.3
6253,87,7,67528,10,2017,1,7079,0,4,626613.7
66657,25,32,5768,10,1997,0,6454,1,1,6668307.7
42674,36,5,9068,3,2014,1,4636,0,7,4269275.4
34669,61,39,26397,5,2000,1,7936,1,4,3472884.0
77643,56,93,79223,7,2011,1,955,1,2,7771146.1
61734,28,82,8504,9,2016,1,6757,0,6,6185807.6
19718,16,19,81851,8,2000,1,1897,0,1,1980264.0
54333,63,14,64761,3,2002,0,9576,0,7,5433936.2
63297,55,34,92227,3,2011,1,5359,0,0,6335162.1
54172,74,16,44125,8,1999,1,6026,1,10,5417909.9
71362,82,16,17573,6,2007,0,2951,0,2,7143972.7
98258,16,80,99094,4,2014,0,1528,0,2,9829479.4
48524,37,77,33606,10,2014,1,1957,0,8,4858483.4
64513,82,91,74746,3,2003,0,7431,1,4,6454630.3
93762,86,87,82538,6,2000,1,3878,0,10,9385104.0
5110,3,66,50256,5,2007,0,3300,0,4,522829.7
98822,8,78,63039,5,2003,0,7318,1,1,9885598.3
68572,54,87,21174,10,2011,0,7267,1,10,6866663.1
770,68,80,60122,8,2010,0,8681,0,4,83521.0
96930,14,80,1941,3,1994,0,3924,0,4,9701569.4
79652,93,64,80098,1,2008,0,4996,0,3,7972747.8
30138,93,44,17598,3,2015,1,7658,0,2,3018674.5
32471,15,77,83941,7,1990,0,7094,0,6,3255201.0
47768,81,15,82149,10,1996,0,9614,1,1,4781426.6
17016,82,89,83172,9,2010,1,6166,1,1,1712726.0
85187,75,52,4874,10,1990,0,5245,0,1,8521819.0
25982,16,72,70259,6,2019,1,1896,1,0,2607420.9
18307,76,11,73830,8,2009,1,3188,1,3,1832205.9
69180,63,50,35595,9,1993,1,9378,0,6,6920799.3
19714,32,98,59635,1,2003,0,5509,1,0,1978706.3
9737,37,51,37533,7,2017,0,3023,1,0,979748.7
25405,91,46,69908,5,1993,0,7113,1,9,2541947.3
87685,37,29,36296,9,2014,1,2948,1,10,8772035.4
80046,94,34,95426,7,2003,1,5968,1,9,8014282.3
45305,47,52,88365,3,2001,0,6427,0,7,4533446.1
55814,100,95,40489,3,1999,1,8796,0,0,5591445.9
19969,96,36,50290,4,2011,0,2056,1,1,2003559.1
29524,52,89,30203,3,2020,1,5614,1,10,2965157.0
380,4,62,9403,5,2002,1,1608,0,9,45184.2
69173,49,36,5724,5,2007,1,2803,1,3,6929298.7
62155,59,61,17241,6,2007,1,1697,1,6,6225416.7
37006,8,54,80535,7,1990,0,6837,0,3,3709125.0
32974,12,50,13197,8,2018,1,952,1,5,3303547.8
51933,53,24,36359,7,2006,1,8220,1,5,5202028.6
72467,18,53,31947,9,2004,0,7539,1,8,7257594.4
25704,43,33,64271,7,1996,1,1012,1,2,2575019.6
74052,80,54,16746,10,1993,1,5406,0,8,7413316.3
2548,75,74,25901,8,1991,0,1933,0,7,261533.1
4187,100,41,7742,3,2004,0,3883,1,6,421086.4
86122,92,72,65520,4,2020,0,677,1,10,8622607.0
15561,18,68,1594,8,2008,1,190,1,10,1559588.8
54045,35,60,36664,7,2015,1,8776,1,9,5415620.5
77429,70,13,89362,4,1990,0,207,1,8,7747748.0
24578,60,4,8957,3,2000,0,3695,1,4,2463051.0
56540,64,63,12020,3,1990,0,3689,0,8,5665613.0
38761,7,6,99504,9,2018,1,6570,0,2,3879029.8
52282,78,96,78459,5,1994,0,4054,1,1,5233745.4
51497,16,36,78111,9,1998,1,3139,1,4,5154045.8
25063,48,100,95166,9,2019,0,7677,1,8,2516001.9
39910,75,87,92391,5,2017,0,5458,1,1,3997816.7
41439,87,30,16503,8,2006,0,8113,1,2,4150655.6
85788,54,30,74535,9,1992,0,8497,1,5,8584134.2
7499,47,11,1065,6,2020,0,7887,0,10,752861.0
67491,25,76,58705,4,1997,0,9439,0,3,6753697.7
196,56,98,53558,6,2014,1,2663,1,10,23818.4
27503,90,46,24262,8,1995,0,6284,1,8,2752897.5
875,29,37,25449,4,2009,1,3570,0,6,94145.9
92151,67,90,6559,2,2014,0,7860,1,5,9228543.4
2646,5,63,4499,8,2021,0,1143,0,1,271693.1
79647,3,61,72814,5,2001,0,4387,0,9,7974272.1
18315,64,77,1647,7,2001,0,2273,0,10,1837517.1
43224,55,92,83982,7,2007,1,3889,0,10,4327213.7
8423,41,86,96892,5,2009,1,7805,1,4,848903.9
62766,25,23,40478,5,2013,0,4652,1,6,6281751.3
28106,70,37,44356,2,1990,0,2819,1,9,2812207.0
72178,26,20,11575,6,1990,1,8235,0,10,7219819.0
66866,12,63,2117,4,1993,0,8431,1,4,6692180.3
1296,39,42,60574,1,2005,0,4394,1,7,134386.5
27302,4,42,46722,8,2020,1,6334,0,7,2731742.0
60166,29,29,94953,9,1995,0,396,1,6,6020914.5
52297,79,41,95769,10,2010,1,8046,0,5,5236809.0
82968,98,97,34106,8,1998,1,6424,0,7,8308551.8
88977,68,50,78824,6,1998,0,126,1,8,8901399.8
51182,34,21,70825,6,2000,1,9186,1,10,5120582.0
84400,35,16,8851,2,2000,1,426,0,1,8443276.0
39699,99,48,41724,3,2007,0,9525,0,8,3979425.7
78396,52,41,93969,5,2016,0,3778,0,8,7845427.6
30894,25,12,84795,7,2020,1,3323,1,8,3090970.0
30164,37,55,61024,5,2017,1,1904,0,9,3021646.7
5264,4,60,15295,7,2000,1,1666,1,10,535227.0
69246,63,29,43940,3,1995,1,4516,0,3,6927717.5
13405,13,68,14820,4,2017,1,8113,0,0,1350019.7
61869,96,3,13257,2,2013,0,6093,0,9,6187458.3
79666,66,14,41746,8,2007,0,2193,1,0,7969998.7
16257,5,11,33650,7,2016,1,7940,0,0,1626865.6
8515,68,35,50694,10,2010,0,2324,1,3,860887.0
41832,91,43,93072,7,2012,1,1528,0,8,4192258.2
37098,69,23,37665,4,2014,0,3009,0,9,3713807.4
24604,28,86,43736,8,2020,0,1129,1,9,2472003.0
42098,82,90,81395,1,2013,0,6078,0,10,4217661.3
40926,15,71,70316,10,2009,0,5434,1,4,4098433.9
6459,52,61,2621,2,1996,0,5048,0,0,652739.6
86353,55,4,55542,3,2018,1,4619,1,6,8639234.8
43954,38,4,86255,9,2003,1,3088,0,6,4401306.3
73568,8,29,3053,7,1998,0,6621,1,0,7358227.8
36343,1,39,16373,4,2013,1,6632,1,9,3641586.3
65797,89,3,57283,6,2002,0,9074,1,10,6584708.2
32191,41,18,89568,5,2009,1,3288,1,3,3224795.9
13574,88,27,22822,9,2006,1,3768,1,2,1363541.6
20683,36,96,11479,2,1995,1,528,1,8,2076684.5
48100,18,68,40712,1,1998,1,6066,1,5,4821619.8
14142,21,13,89808,3,2021,0,9113,1,0,1415823.1
518,35,86,73855,2,1995,1,6158,0,3,58191.5
24631,96,78,40012,1,2010,0,4126,0,8,2465183.0
41178,97,52,49681,10,1992,0,3529,0,2,4128828.2
92787,82,29,9791,4,1990,1,1351,1,9,9287386.0
33190,84,82,17730,9,2016,1,6824,1,5,3326422.6
85059,90,71,89574,6,2018,1,5470,0,5,8512407.8
85569,56,35,47589,1,2019,1,1784,0,6,8562874.9
36140,96,48,6817,1,2011,0,7608,0,4,3619301.1
38812,19,6,4270,8,2009,1,302,1,4,3882476.9
61263,53,43,55902,5,1994,1,9808,0,2,6128289.4
39453,62,43,77020,8,2021,1,5382,0,10,3954111.1
53063,39,63,73100,8,2002,1,4749,1,10,5315445.2
9539,35,30,13512,1,2014,0,3572,1,7,955981.4
5090,11,25,46505,7,2000,0,1795,1,9,514415.0
25765,67,34,1231,7,2015,1,6281,1,3,2585769.5
4134,42,73,27922,5,2019,1,8859,0,5,426775.9
35216,26,67,13155,2,2013,0,4620,1,10,3528669.3
51383,82,34,84982,2,2016,1,8740,0,7,5146945.6
19446,22,58,9698,10,2018,1,1437,1,5,1947709.8
26291,88,40,66948,1,2021,0,416,1,5,2641330.1
48353,19,73,30676,6,1991,1,1169,1,3,4843230.1
59649,55,9,33089,4,2000,1,1066,0,4,5967491.0
37557,3,41,73980,8,1999,1,755,0,1,3764785.9
21502,22,60,36257,3,2017,0,5288,1,6,2158299.7
29444,29,63,43866,6,2008,1,8178,1,5,2947292.8
74274,64,65,22932,6,1991,0,8878,0,8,7432674.1
49731,77,3,36944,2,1990,1,1446,0,2,4975166.0
86718,55,5,59434,8,2003,0,1608,1,6,8672580.3
16267,24,41,87588,7,2015,0,5479,1,5,1629931.5
15307,47,66,83285,2,2005,0,3608,0,0,1538791.5
49466,35,53,35711,7,2014,0,2235,0,6,4953389.4
58624,93,32,77072,8,2019,0,9365,0,6,5870459.9
67371,89,84,93969,2,1994,0,2161,0,5,6746013.4
52956,64,40,71981,5,2020,0,6280,0,4,5303955.0
49399,76,38,20421,8,2001,1,8078,1,0,4950254.1
35423,62,15,42131,5,2019,1,4448,1,6,3547246.9
48032,91,45,61981,9,2016,0,2287,1,1,4810320.6
92391,15,13,24256,3,2009,0,2212,0,8,9241057.9
39130,94,61,87438,5,2020,0,1792,1,4,3914756.0
54337,33,32,48601,1,2012,1,6833,0,3,5441692.2
98764,66,29,95164,10,2006,1,7206,1,10,9879117.6
42847,91,27,51644,10,2008,0,4344,1,6,4288330.8
33764,43,86,54796,2,2007,0,7408,1,8,3389722.7
32758,51,81,73053,10,2021,0,7548,0,1,3282188.1
64736,94,24,17122,2,2016,1,9847,1,2,6480225.6
6118,7,55,57362,1,2019,1,7278,1,4,616891.9
62616,62,93,26186,9,2003,1,9019,0,0,6270489.3
8518,62,29,38519,1,2012,1,2261,0,10,858004.2
54366,73,92,73599,3,2005,0,5120,0,10,5443046.5
52421,79,82,10806,5,1994,0,2290,0,9,5250391.4
39862,94,20,44254,8,1995,1,9131,1,2,3988399.5
96018,65,43,58459,5,1996,1,5812,1,5,9606040.6
94570,90,99,54940,4,1997,0,2875,0,9,9464877.7
1175,21,51,61185,4,2015,1,9592,0,1,122471.5
14641,25,36,78574,2,2019,1,8063,0,5,1473780.9
30385,44,75,83181,4,2013,1,1210,1,1,3051131.3
23854,10,23,13330,3,2004,0,3882,0,9,2390350.4
99354,49,88,40190,4,2004,0,4318,0,8,9942738.4
79464,97,40,92968,10,2003,1,2747,1,0,7952013.3
80209,67,40,40926,1,2001,1,2483,1,7,8027741.1
47084,2,72,32719,5,1999,1,5826,0,1,4717867.9
75901,87,1,66328,7,1998,1,9385,0,2,7594895.8
69919,54,49,34026,1,2016,0,9331,0,4,6997870.6
41594,7,7,87531,1,2021,1,8257,0,2,4160091.1
52162,16,44,30676,3,1997,0,8191,0,10,5220357.7
60168,71,19,7422,8,1991,0,2369,0,10,6021842.1
53146,30,14,11726,8,2002,0,2207,0,6,5316210.2
